"","partcipantId","teamId","participantId","win","item0","item1","item2","item3","item4","item5","item6","kills","deaths","assists","largestKillingSpree","largestMultiKill","killingSprees","longestTimeSpentLiving","doubleKills","tripleKills","quadraKills","pentaKills","unrealKills","totalDamageDealt","magicDamageDealt","physicalDamageDealt","trueDamageDealt","largestCriticalStrike","totalDamageDealtToChampions","magicDamageDealtToChampions","physicalDamageDealtToChampions","trueDamageDealtToChampions","totalHeal","totalUnitsHealed","damageSelfMitigated","damageDealtToObjectives","damageDealtToTurrets","visionScore","timeCCingOthers","totalDamageTaken","magicalDamageTaken","physicalDamageTaken","trueDamageTaken","goldEarned","goldSpent","turretKills","inhibitorKills","totalMinionsKilled","neutralMinionsKilled","neutralMinionsKilledTeamJungle","neutralMinionsKilledEnemyJungle","totalTimeCrowdControlDealt","champLevel","visionWardsBoughtInGame","sightWardsBoughtInGame","wardsPlaced","wardsKilled","firstBloodKill","firstBloodAssist","firstTowerKill","firstTowerAssist","firstInhibitorKill","firstInhibitorAssist","combatPlayerScore","objectivePlayerScore","totalPlayerScore","totalScoreRank","playerScore0","playerScore1","playerScore2","playerScore3","playerScore4","playerScore5","playerScore6","playerScore7","playerScore8","playerScore9","platformId","accountId","summonerName","summonerId","currentPlatformId","currentAccountId","matchHistoryUri","profileIcon","duration"
"33477785060",1,100,1,FALSE,3117,2301,3504,2055,1029,0,3364,0,6,4,0,0,0,740,0,0,0,0,0,8651,6584,2066,0,0,4973,3826,1146,0,2940,5,5666,578,578,60,13,10954,3149,7756,48,6434,6150,1,0,5,0,0,0,29,9,4,0,30,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EUW1",205505880,"xxmeow",49079216,"EUW1",205505880,"/v1/stats/player_history/EUW1/205505880",1391,1642
"33477785061",2,100,2,FALSE,3144,2055,3158,3042,3078,1043,3363,6,5,2,2,2,2,547,1,0,0,0,0,126933,12269,114664,0,0,14752,3610,11142,0,1777,3,6971,4014,4014,6,0,12788,2552,9992,244,11704,10258,1,0,239,10,2,0,2,13,1,0,4,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EUW1",33840968,"xNoïr",30108089,"EUW1",33840968,"/v1/stats/player_history/EUW1/33840968",3019,1642
"33477785062",3,100,3,FALSE,1054,3157,3146,1052,3020,1026,3340,5,6,6,3,1,1,631,0,0,0,0,0,96174,84264,11529,380,0,13667,11887,1400,380,2116,1,9132,667,667,11,1,16029,5859,9743,426,9446,9260,0,0,154,1,1,0,9,13,1,0,10,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EUW1",22115527,"Varunaan",19396207,"EUW1",22115527,"/v1/stats/player_history/EUW1/22115527",512,1642
"33477785063",4,100,4,FALSE,1401,1031,1057,3111,3105,3076,3340,1,5,9,0,1,0,459,0,0,0,0,0,100756,72435,22447,5873,42,8186,5592,1973,620,4138,1,32898,469,469,23,37,24327,4015,20082,230,8379,7495,0,0,30,80,48,6,658,13,3,0,12,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EUW1",23050516,"Alexv4",20909666,"EUW1",23050516,"/v1/stats/player_history/EUW1/23050516",3014,1642
"33477785064",5,100,5,FALSE,1082,2033,3800,3001,3009,1026,3340,3,7,3,0,1,0,349,0,0,0,0,0,103052,99952,2797,301,0,17487,16434,751,301,3594,1,22017,172,172,16,30,27073,7695,18995,382,8804,8350,0,0,153,2,0,2,561,13,0,0,10,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EUW1",39285819,"Qrexx",36189187,"EUW1",39285819,"/v1/stats/player_history/EUW1/39285819",3020,1642
"33477785065",6,200,6,TRUE,1055,3006,3508,3031,0,0,3340,5,2,7,4,1,1,591,0,0,0,0,0,94732,0,93022,1710,589,8934,0,8834,100,2015,3,3565,8714,8714,22,7,8221,3325,4774,122,10363,8475,2,0,151,8,8,0,107,13,1,0,12,0,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EUW1",41808027,"Red Whale",39619524,"EUW1",41808027,"/v1/stats/player_history/EUW1/41808027",3020,1642
"33477785066",7,200,7,TRUE,1409,0,3111,3065,1057,1029,3364,5,2,15,5,1,1,1096,0,0,0,0,0,74733,54635,14409,5689,0,9554,8017,1393,144,19343,1,20659,4664,1770,35,46,25278,10930,13880,467,10157,7720,0,0,67,29,18,0,507,13,2,0,19,5,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EUW1",28537998,"Kazeel",24136128,"EUW1",28537998,"/v1/stats/player_history/EUW1/28537998",3014,1642
"33477785067",8,200,8,TRUE,3153,1055,3111,3046,3031,1011,3340,15,6,5,7,3,3,402,3,1,0,0,0,175179,17626,155121,2431,641,32779,2838,29326,614,567,1,21794,12974,10787,18,32,22428,11857,10043,528,14935,12000,2,0,212,15,7,7,197,15,0,0,11,1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EUW1",35512027,"Mashu",31860960,"EUW1",35512027,"/v1/stats/player_history/EUW1/35512027",24,1642
"33477785068",9,200,9,TRUE,3401,2055,2045,3067,1029,3111,3364,1,4,15,0,1,0,748,0,0,0,0,0,16955,5357,6478,5119,0,4626,2880,1274,472,8944,5,22604,1312,963,49,27,20007,9207,10625,174,8358,6800,0,0,42,0,0,0,51,12,6,0,17,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EUW1",26097920,"SweepzKillz",22264023,"EUW1",26097920,"/v1/stats/player_history/EUW1/26097920",0,1642
"33477785069",10,200,10,TRUE,3152,3157,3111,1055,0,0,3340,3,1,7,2,1,1,1062,0,0,0,0,0,59162,39687,19164,310,0,12390,9535,2855,0,606,1,4589,4598,3686,18,23,10283,6382,3809,92,8826,7075,2,1,95,2,0,0,63,13,1,0,11,3,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EUW1",228247387,"RKS Reidoz",87978165,"EUW1",228247387,"/v1/stats/player_history/EUW1/228247387",3015,1642
"33477496620",1,100,1,FALSE,1055,3031,3508,3006,3086,1042,3340,6,6,11,2,1,2,914,0,0,0,0,0,156447,979,155467,0,608,16495,327,16168,0,4271,4,10379,10465,3717,15,8,20514,4623,15568,322,12217,9900,1,0,211,7,6,0,20,15,0,0,12,1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EUW1",41808027,"Red Whale",39619524,"EUW1",41808027,"/v1/stats/player_history/EUW1/41808027",3020,1902
"33477496621",2,100,2,FALSE,3105,3222,3107,2031,3504,3047,3364,3,2,14,2,1,1,1022,0,0,0,0,0,234381,19848,7095,207437,0,7062,4553,1654,853,7043,6,15465,4665,689,30,54,18499,6230,11990,278,9927,9425,1,0,32,40,35,4,282,15,3,0,14,6,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EUW1",28537998,"Kazeel",24136128,"EUW1",28537998,"/v1/stats/player_history/EUW1/28537998",3014,1902
"33477496622",3,100,3,FALSE,3142,3139,3034,3117,3147,1036,3364,12,11,8,2,2,4,501,2,0,0,0,0,129251,649,126647,1954,601,25819,435,23834,1550,3946,1,16160,2270,2270,37,7,32360,11941,18946,1472,12621,13860,0,0,182,1,0,1,327,15,2,0,10,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EUW1",35512027,"Mashu",31860960,"EUW1",35512027,"/v1/stats/player_history/EUW1/35512027",24,1902
"33477496623",4,100,4,FALSE,3107,3504,2301,2055,0,3117,3364,5,4,11,2,1,2,665,0,0,0,0,0,32205,26543,4902,760,0,14594,11965,2119,510,7321,5,5564,2227,843,60,39,16672,7059,8835,777,9712,8375,0,0,23,0,0,0,233,14,9,0,22,9,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EUW1",26097920,"SweepzKillz",22264023,"EUW1",26097920,"/v1/stats/player_history/EUW1/26097920",0,1902
"33477496624",5,100,5,FALSE,3075,3211,3068,3047,3067,0,3364,4,3,12,4,1,1,1232,0,0,0,0,0,72984,45866,27090,28,29,7267,3825,3414,28,2324,1,26532,0,0,20,31,25916,12065,12641,1208,10032,9850,0,0,134,0,0,0,255,15,4,0,9,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EUW1",228247387,"RKS Reidoz",87978165,"EUW1",228247387,"/v1/stats/player_history/EUW1/228247387",3015,1902
"33477496625",6,200,6,TRUE,1055,3031,3006,3087,3094,3072,3340,6,4,6,4,1,1,771,0,0,0,0,0,206189,32224,173964,0,1561,24828,2934,21893,0,5138,3,8935,12384,9331,17,19,16064,3542,11197,1324,14288,13950,3,0,219,28,13,6,48,16,0,0,12,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EUW1",37522530,"Ageof",33970842,"EUW1",37522530,"/v1/stats/player_history/EUW1/37522530",3147,1902
"33477496626",7,200,7,TRUE,3111,3190,0,3109,3075,1401,3364,4,5,12,3,1,1,815,0,0,0,0,0,164492,45193,109940,9358,29,12600,3157,8124,1318,10633,1,35548,6553,1206,15,23,28436,4809,23205,421,12973,11625,1,1,29,135,81,0,769,16,3,0,7,2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EUW1",34339473,"AkaNan0",30413126,"EUW1",34339473,"/v1/stats/player_history/EUW1/34339473",673,1902
"33477496627",8,200,8,TRUE,3107,3504,3117,1028,3108,2302,3364,0,9,10,0,0,0,586,0,0,0,0,0,8345,4734,3433,177,0,4390,3085,1126,177,2763,5,14041,0,0,59,26,20298,5774,13982,542,8975,8875,0,0,7,0,0,0,67,12,4,0,30,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EUW1",28292003,"God King Skovald",23974345,"EUW1",28292003,"/v1/stats/player_history/EUW1/28292003",3025,1902
"33477496628",9,200,9,TRUE,3009,3142,3078,3046,3031,3087,3363,9,6,4,3,1,3,472,0,0,0,0,0,265916,11823,246014,8078,1439,24358,3084,18919,2355,4145,1,9290,14525,5680,27,12,18077,4336,13483,258,16921,16433,4,0,265,1,0,1,722,18,2,0,13,3,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EUW1",24237289,"Kapten Salt",20894474,"EUW1",24237289,"/v1/stats/player_history/EUW1/24237289",3019,1902
"33477496629",10,200,10,TRUE,1052,3157,3165,3151,3020,1056,3340,7,6,7,2,1,2,448,0,0,0,0,0,156908,133767,22668,472,0,31359,29657,1493,208,1659,1,13099,8987,6997,20,49,17383,5757,11230,396,13910,11720,1,1,209,3,1,0,267,17,1,0,13,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EUW1",26278703,"Lôke",22409924,"EUW1",26278703,"/v1/stats/player_history/EUW1/26278703",784,1902
"33429782930",1,100,1,FALSE,1056,3022,3111,3091,1043,0,3340,5,8,4,2,1,1,585,0,0,0,0,0,77998,44326,33049,622,0,14544,10081,4173,289,562,1,13355,2126,2126,4,33,21332,10472,10576,284,8929,8200,0,0,164,0,0,0,617,14,0,0,3,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EUW1",360165,"BeckmanVsKizaru",354444,"EUW1",360165,"/v1/stats/player_history/EUW1/360165",718,1485
"33429782931",2,100,2,FALSE,3100,1082,3027,1029,1001,1029,3340,2,6,3,0,1,0,483,0,0,0,0,0,71285,50384,19748,1152,0,9747,8268,1322,156,1810,1,11093,3869,3869,9,16,16701,3523,12619,558,8197,7725,2,0,138,1,1,0,181,12,1,0,6,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EUW1",32182753,"happyBerzerk",28283133,"EUW1",32182753,"/v1/stats/player_history/EUW1/32182753",506,1485
"33429782932",3,100,3,FALSE,3117,2302,3190,2055,0,0,3364,0,3,6,0,0,0,842,0,0,0,0,0,5500,4162,1338,0,0,2821,2475,345,0,45,1,10205,520,0,56,26,10518,3640,6878,0,6287,5525,0,0,7,0,0,0,63,11,5,0,22,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EUW1",357058,"panta rhei",351336,"EUW1",357058,"/v1/stats/player_history/EUW1/357058",593,1485
"33429782933",4,100,4,FALSE,1055,2031,3009,3031,1051,3153,3363,3,4,3,2,2,1,990,1,0,0,0,0,87853,1054,86042,756,676,12588,268,11932,388,1979,3,7250,3105,1967,13,1,14050,5008,8909,132,9280,8800,0,0,200,1,1,0,27,12,0,0,7,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EUW1",21691714,"Blasphemian",19029880,"EUW1",21691714,"/v1/stats/player_history/EUW1/21691714",1211,1485
"33429782934",5,100,5,FALSE,3117,2031,1031,1409,3071,0,3341,3,8,6,2,1,1,818,0,0,0,0,0,87930,14910,65999,7021,0,8452,1792,6313,346,4487,1,22012,5504,0,26,13,26857,5925,20625,306,7884,7350,0,0,35,49,44,0,489,12,0,0,9,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EUW1",30833464,"Soegen",27027411,"EUW1",30833464,"/v1/stats/player_history/EUW1/30833464",1666,1485
"33429782935",6,200,6,TRUE,1055,3006,0,3508,3031,0,3340,1,2,14,0,1,0,1215,0,0,0,0,0,102353,0,100902,1450,470,12692,0,12692,0,1681,3,4069,14630,5473,18,4,7692,2405,5239,48,9473,8550,1,1,171,4,0,2,5,13,2,0,10,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EUW1",41808027,"Red Whale",39619524,"EUW1",41808027,"/v1/stats/player_history/EUW1/41808027",3020,1485
"33429782936",7,200,7,TRUE,3069,3190,2049,3158,0,0,3364,0,3,16,0,0,0,543,0,0,0,0,0,7822,3214,4465,141,0,3258,2367,891,0,2346,3,12768,2503,1627,28,22,10754,2698,7920,136,8217,6525,0,0,6,0,0,0,56,13,3,0,16,5,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EUW1",217236952,"TheDeathCookie1e",66224521,"EUW1",217236952,"/v1/stats/player_history/EUW1/217236952",3016,1485
"33429782937",8,200,8,TRUE,1409,1057,3065,3047,1031,1011,3340,6,1,15,4,1,2,963,0,0,0,0,0,74514,49110,17287,8116,0,9592,7498,1905,188,22084,1,22604,5068,648,32,44,24231,5912,17648,671,9647,9220,1,0,20,55,34,2,596,14,2,0,18,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EUW1",28537998,"Kazeel",24136128,"EUW1",28537998,"/v1/stats/player_history/EUW1/28537998",3014,1485
